id_key,tdu_company_name,rep_company,product,kwh500,kwh1000,kwh2000,fees_credits,pre_paid,time_of_use,fixed,rate_type,renewable,term_value,cancel_fee,website,special_terms,terms_url,promotion,promotion_desc,facts_url,enroll_url,prepaid_url,enroll_phone,new_customer,min_usage_fees_credits,language,rating,zipcodes,pdf_filepath
23554,ONCOR ELECTRIC DELIVERY COMPANY,Bulb,Simply-Flex,0.09300000000000001,0.08900000000000001,0.08800000000000001,,False,False,0.0,Variable,100.0,0.0,0.00,,"Doing good for your budget (and Texas) is easier than ever. At Bulb, we’re proud to supply our members with 100% green energy that is affordable and helps the planet.And it all comes with no annual contracts and no cancellation fees.We're also offering $100 in credit and a $10 donation to Feeding Texas for Essential Workers. To take advantage of this offer visit frontline.bulb.com",https://storage.googleapis.com/bulb-platform-prod-9330-web-us-static-pages/documents/Bulb_Terms_of_Service.pdf,False,,https://storage.googleapis.com/bulb-platform-prod-9330-web-us-static-pages/documents/Bulb_EFL_Legal_Oncor.pdf,,,,False,False,,,[],data\PDFs\23554-062520-00-58-30.pdf
23641,ONCOR ELECTRIC DELIVERY COMPANY,FRONTIER UTILITIES,Eco Green 12,0.094,0.09,0.08900000000000001,,False,False,1.0,Fixed,100.0,12.0,150.00,,"Frontier Utilities is the winner of the 2014-2019 Distinction Award from the Better Business Bureau and is A-Rated. Headquartered in Houston, Frontier has been providing affordable energy plans and great customer service for over five years. In addition to serving as an official sponsor of Sam Houston Race Park, Frontier is committed to giving back to the community, supporting the Boy Scouts of America and Susan G Komen Breast Cancer Foundation. Offer only available to customers enrolling online - electronic billing and automatic payment enrollment required.",http://portal.frontierutilities.com/frontierefl/eflviewer.aspx?lang=EN&prodcode=TOS,False,,http://portal.frontierutilities.com/frontierefl2/eflviewer.aspx?lang=EN&prodcode=ECOG12&tdspcode=ONCOR_ELEC,,,,True,False,,1.0,[],data\PDFs\23641-062520-00-58-30.pdf
23635,ONCOR ELECTRIC DELIVERY COMPANY,TOMORROW ENERGY CORP,Earth Care,0.10800000000000001,0.105,0.10300000000000001,,False,False,1.0,Fixed,100.0,12.0,175.00,,"Headquartered in Houston, Tomorrow Energy is leading the push to create a better, cleaner and more sustainable future by providing its customers 100% renewable  energy at a low fixed-rate along with outstanding customer service. Tomorrow Energy was announced as the winner of the Leadership and Integrity Award at the Energy Marketing Conference in September 2019 and named as one of Houston Business Journal’s 2019 Best Places to Work.  Tomorrow Energy is committed to giving back to the community by working with the Arbor Day Foundation, a nonprofit membership organization dedicated to planting trees. For every calendar quarter a customer is with us, Tomorrow Energy will plant a tree on their behalf. Support renewable energy and lock in your fixed-rate today!",https://api.tomorrowenergy.com/api/document/termsandconditions/electric/en/7757/0/VTX_TE_TOS_RE120-dual.pdf/,False,,https://api.tomorrowenergy.com/api/document/efacts/electric/en/7757/Electricity-Facts-Label-Dual.pdf/,,,,False,False,,,[],data\PDFs\23635-062520-00-58-31.pdf
23514,ONCOR ELECTRIC DELIVERY COMPANY,STREAM ENERGY,Smart Choice 60 Month Plan,0.124,0.098,0.096,"Minimum Usage Fee of $10.95 if monthly usage is below 1,000 kwh.
",False,False,1.0,Fixed,10.0,60.0,300.00,,Enjoy peace of mind at a competitive price. This offer is for new customers only.,https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188219349c.pdf,False,,https://io.nrg.com/streamrest/rest/legal/getDocument/documentId/090175188255dd1b.pdf,,,,True,True,,3.0,[],data\PDFs\23514-062520-00-58-31.pdf
23433,ONCOR ELECTRIC DELIVERY COMPANY,GREEN ENERGY EXCHANGE,Texas Green 24 Autopay,0.09300000000000001,0.08900000000000001,0.08800000000000001,,False,False,1.0,Fixed,100.0,24.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2Qr439K,False,,https://bit.ly/2zLrp4U,,,,False,False,,1.0,[],None
22962,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,You Got This 25,0.09699999999999999,0.08800000000000001,0.084,,False,False,1.0,Fixed,15.0,25.0,135.00,,Lock in a fixed Texas energy rate for 25 months! Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_FIXED_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FFORXXX1370_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\22962-062520-00-58-31.pdf
22850,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,12 Months PTC Texas Summer Savings Product,0.105,0.09699999999999999,0.09300000000000001,,False,False,1.0,Fixed,11.0,12.0,200.00,,NEW CUSTOMERS ONLY PROMO CODE PTCONC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL12MPTCSUMRES4ALLONC062320.pdf,,,,True,False,,4.0,[],data\PDFs\22850-062520-00-58-31.pdf
22835,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHERN FEDERAL POWER LLC,Residential Fixed - 36,0.11199999999999999,0.10400000000000001,0.099,,False,False,1.0,Fixed,5.0,36.0,199.00,,Zero minimum usage fees. Zero maximum usage fees. Zero credit card fees. This product is priced perfectly for Texas residents looking for the best possible rate at the longest possible term.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/2VMyH0m,,,,True,False,,,[],None
22837,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Choice 15,0.107,0.10400000000000001,0.102,,False,False,1.0,Fixed,0.0,15.0,100.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=146170&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/ONCOR_Choice15_062420_English.pdf,,,,True,False,,2.0,[],None
22823,ONCOR ELECTRIC DELIVERY COMPANY,SOUTHERN FEDERAL POWER LLC,Bonus Back - 12,0.11199999999999999,0.10400000000000001,0.099,,False,False,1.0,Fixed,6.0,12.0,149.00,,Zero minimum fees. Zero maximum usage fees. Zero credit card fees. We sweeten this deal with a bonus credit of $25 applied to your 2nd month's bill.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/3frY5jP,,,,True,False,,,[],None
22814,ONCOR ELECTRIC DELIVERY COMPANY,SUMMER ENERGY LLC,3 Months PTC Texas Summer Savings Product,0.12300000000000001,0.115,0.111,,False,False,1.0,Fixed,11.0,3.0,100.00,,NEW CUSTOMERS ONLY PROMO CODE PTCONC2019. Online account management available. Customer service available Mon-Fri 8AM-7PM CST and Saturday 8AM-5PM CST. Toll free 1-888-594-9299.,https://www.summerenergy.com/PDF/TOS.pdf,False,,https://www.summerenergy.com/PDF/UBEFL3MPTCSUMRES4ALLONC062320.pdf,,,,True,False,,4.0,[],data\PDFs\22814-062520-00-58-32.pdf
22774,ONCOR ELECTRIC DELIVERY COMPANY,AMIGO ENERGY,Base Saver III - 24,0.152,0.073,0.109,Base Saver Credit: $75.00 if your usage is equal or greater than 1000 kWh per month,False,False,1.0,Fixed,11.0,24.0,175.00 per ESIID,,,https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=FWs+bdHYqRo=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,False,,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=0rkSHfS7PNo=&RCID=mUrxqmy/vq8=&L=6f+Ch9flI7k=,,,,True,True,,1.0,[],data\PDFs\22774-062520-00-58-32.pdf
22675,ONCOR ELECTRIC DELIVERY COMPANY,Iberdrola Texas,Wind by TX 36,0.11599999999999999,0.11199999999999999,0.111,,False,False,1.0,Fixed,100.0,36.0,250,,"100% renewable Texas wind content, with no hidden fees or base charges.",https://storage.googleapis.com/ibtex_webpdf/TOS/IBRSOL-TX-TOS.pdf,False,,https://iberdrola.my.salesforce.com/sfc/p/#58000000JnCN/a/4I000001AcDN/wl8MAYNzVScbYrcAZcs61WfdaV9TwxxfqlY6JQqlmrQ,,,,True,False,,,[],None
22742,ONCOR ELECTRIC DELIVERY COMPANY,FIRST CHOICE POWER ,Monthly Freedom Plan,0.121,0.11199999999999999,0.10800000000000001,,False,False,0.0,Variable,15.0,1.0,0.00,,A month-to-month plan with a low introductory rate and no contract for your Texas electricity needs!,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFORXXX0212_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\22742-062520-00-58-32.pdf
22721,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Bright Choice,0.121,0.11199999999999999,0.10800000000000001,,False,False,0.0,Variable,15.0,1.0,0.00,,Take advantage of market prices and pay the going energy rate each month. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDORXXX0477_ENG_20200602.PDF,,,,True,False,,4.0,[],data\PDFs\22721-062520-00-58-32.pdf
22590,ONCOR ELECTRIC DELIVERY COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.131,0.124,0.121,,False,False,1.0,Fixed,16.0,3.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTXUSAVER3&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTXUSAVER3&lang=en,,,,False,False,,4.0,[],data\PDFs\22590-062520-00-58-33.pdf
22613,ONCOR ELECTRIC DELIVERY COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.102,0.095,0.092,,False,False,1.0,Fixed,16.0,36.0,$175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTXUSAVER36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTXUSAVER36&lang=en,,,,False,False,,4.0,[],data\PDFs\22613-062520-00-58-33.pdf
22579,ONCOR ELECTRIC DELIVERY COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.111,0.10400000000000001,0.10099999999999999,,False,False,1.0,Fixed,16.0,6.0,$175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTXUSAVER6&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTXUSAVER6&lang=en,,,,False,False,,4.0,[],data\PDFs\22579-062520-00-58-33.pdf
22570,ONCOR ELECTRIC DELIVERY COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.10300000000000001,0.096,0.09300000000000001,,False,False,1.0,Fixed,16.0,9.0,$175.00 ,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTXUSAVER9&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTXUSAVER9&lang=en,,,,False,False,,4.0,[],data\PDFs\22570-062520-00-58-34.pdf
22471,ONCOR ELECTRIC DELIVERY COMPANY,GREEN ENERGY EXCHANGE,Texas Green  36 Autopay,0.092,0.08800000000000001,0.087,,False,False,1.0,Fixed,100.0,36.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2MlvIGE,False,,https://bit.ly/3cpvzfJ,,,,False,False,,1.0,[],None
22467,ONCOR ELECTRIC DELIVERY COMPANY,VETERAN ENERGY LLC,Secure 12-Month,0.124,0.10099999999999999,0.099,A Service Fee of $9.95 shall be applied if you use 999 or fewer kWh in one billing cycle.,False,False,1.0,Fixed,3.0,12.0,150.00,,Join Veteran Energy and Support Our Heroes every time you turn on a light switch. Go to VeteranEnergy.us for details.,https://api.veteranenergy.us/enrollments/pdf/VE/terms-of-service?languagePreference=es_US,False,,https://api.veteranenergy.us/enrollments/pdf/electricity-facts-label?businessEntityAliasId=29&ldcName=ONCOR&rateDescriptor=Secure%2012-month&promoCode=PTC,,,,False,True,,5.0,[],data\PDFs\22467-062520-00-58-34.pdf
22545,ONCOR ELECTRIC DELIVERY COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 18 Choice,0.10400000000000001,0.1,0.099,"
",False,False,1.0,Fixed,100.0,18.0,150.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba8b.pdf,,,,False,False,,4.0,[],data\PDFs\22545-062520-00-58-35.pdf
22438,ONCOR ELECTRIC DELIVERY COMPANY,CONSERVICE ENERGY,Conservice Green,0.11,0.105,0.10300000000000001,,False,False,1.0,Fixed,100.0,12.0,150.00,,,https://www.conserviceenergy.com/DownLoads/TOS_Bundled.pdf,False,,https://www.conserviceenergy.com/DownLoads/Conservice_Green_EFL_English.pdf,,,,False,False,,5.0,[],data\PDFs\22438-062520-00-58-35.pdf
22461,ONCOR ELECTRIC DELIVERY COMPANY,INFINITE ENERGY,12 Month Saver,0.122,0.099,0.09699999999999999,A Service Fee of $9.95 shall be applied if you use 999 or fewer kWh in one billing cycle.,False,False,1.0,Fixed,4.0,12.0,150.00,,"Call (877) 928-8766 to talk with a real U.S.-based Customer Care representative, Monday through Friday from 7 a.m. to 6 p.m. CST. Or sign up online at InfiniteEnergy.com.",https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US,False,,https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=ONCOR&rateDescriptor=12%20mo%20Saver&promoCode=PTC,,,,False,True,,4.0,[],data\PDFs\22461-062520-00-58-35.pdf
22210,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Spark Instant Plus 12,0.42,0.21,0.105," 0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh $210 base fee",False,False,1.0,Fixed,0.0,12.0,200.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=143477&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/ONCOR_SparkInstantPlus12_062420_English.pdf,,,,True,True,,2.0,[],None
22170,ONCOR ELECTRIC DELIVERY COMPANY,4CHANGE ENERGY,Power Saver 12,0.09699999999999999,0.09300000000000001,0.091,,False,False,1.0,Fixed,6.0,12.0,20 per month remaining,,,https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf,False,,https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12hac_o.pdf,,,,True,False,,1.0,[],None
22020,ONCOR ELECTRIC DELIVERY COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,0.145,0.141,0.14,,False,False,0.0,Variable,100.0,0.0,0.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90d61.pdf,,,,False,False,,4.0,[],data\PDFs\22020-062520-00-58-36.pdf
22032,ONCOR ELECTRIC DELIVERY COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free Conserve 12 Choice,0.113,0.1,0.11,"A flat GME energy charge of 5.0632¢ per kWh for the first 1,000 kWh, a flat GME energy charge of 8.4052¢ per kWh for usage over 1,000 kilowatts and a monthly base charge of $10.00. The price can only change to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges.
",False,False,1.0,Fixed,100.0,12.0,150.00,,"Sign up for 100% Pollution Free Electricity today! The more energy you conserve, the more you’ll save. Choose our Pollution Free Conserve plan and get a lower rate on your first 1,000 kWh of monthly usage. Additional terms and conditions apply. See order confirmation page for details.",https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90b5c.pdf,,,,False,True,,4.0,[],data\PDFs\22032-062520-00-58-36.pdf
22010,ONCOR ELECTRIC DELIVERY COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,0.11,0.106,0.105,,False,False,1.0,Fixed,100.0,12.0,150.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba95.pdf,,,,False,False,,4.0,[],data\PDFs\22010-062520-00-58-36.pdf
21991,TEXAS-NEW MEXICO POWER COMPANY,CHARIOT ENERGY,Chariot Choice 6,0.142,0.134,0.131,,False,False,1.0,Fixed,100.0,6.0,49.00,,"Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.",https://signup.chariotenergy.com/Home/TOS?productId=26788,False,,https://signup.chariotenergy.com/Home/EFl?productId=26788,,,,False,False,,4.0,[],data\PDFs\21991-062520-00-58-37.pdf
21986,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 60 Choice,0.113,0.105,0.10099999999999999,"
",False,False,1.0,Fixed,100.0,60.0,300.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751882547e0b.pdf,,,,False,False,,4.0,[],data\PDFs\21986-062520-00-58-37.pdf
22034,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free Conserve 12 Choice,0.127,0.11,0.12,"A flat GME energy charge of 5.265¢ per kWh for the first 1,000 kWh, a flat GME energy charge of 9.05¢ per kWh for usage over 1,000 kilowatts and a monthly base charge of $10.00. The price can only change to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges.
",False,False,1.0,Fixed,100.0,12.0,150.00,,"Sign up for 100% Pollution Free Electricity today! The more energy you conserve, the more you’ll save. Choose our Pollution Free Conserve plan and get a lower rate on your first 1,000 kWh of monthly usage. Additional terms and conditions apply. See order confirmation page for details.",https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90b5e.pdf,,,,False,True,,4.0,[],data\PDFs\22034-062520-00-58-37.pdf
22037,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,0.126,0.11800000000000001,0.115,,False,False,1.0,Fixed,100.0,12.0,150.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba97.pdf,,,,False,False,,4.0,[],data\PDFs\22037-062520-00-58-37.pdf
22022,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,0.161,0.153,0.15,,False,False,0.0,Variable,100.0,0.0,0.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90d63.pdf,,,,False,False,,4.0,[],data\PDFs\22022-062520-00-58-38.pdf
22120,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Spark Instant Plus 12,0.49,0.245,0.12300000000000001," 0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh ",False,False,1.0,Fixed,0.0,12.0,200.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=147658&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/TNMP_SparkInstantPlus12_062420_English.pdf,,,,True,True,,2.0,[],None
22331,TEXAS-NEW MEXICO POWER COMPANY,RELIANT,Reliant Power On 12 plan,0.125,0.11199999999999999,0.105,,False,False,1.0,Fixed,12.0,12.0,150.00,,This offer is for new customers only who enroll through Power to Choose.,https://www.reliant.com/files/0901751880c5cea5.pdf,False,,https://www.reliant.com/files/09017518826105e1.pdf,,,,True,False,,4.0,[],data\PDFs\22331-062520-00-58-38.pdf
22423,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Choice 15,0.146,0.139,0.135,,False,False,1.0,Fixed,0.0,15.0,100.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=146173&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/TNMP_Choice15_062420_English.pdf,,,,True,False,,2.0,[],None
22427,TEXAS-NEW MEXICO POWER COMPANY,SPARK ENERGY LLC,Choice 12,0.139,0.132,0.128,,False,False,1.0,Fixed,0.0,12.0,100.00,,,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=21457&type=TOS&title=Terms+of+Service,False,,https://www.sparkenergy.com/wp-content/uploads/EFL/TNMP_Choice12_062420_English.pdf,,,,True,False,,2.0,[],None
22547,TEXAS-NEW MEXICO POWER COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 18 Choice,0.12,0.11199999999999999,0.109,"

",False,False,0.0,Variable,100.0,18.0,150.00,,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188224ba8d.pdf,,,,False,False,,4.0,[],data\PDFs\22547-062520-00-58-39.pdf
22474,TEXAS-NEW MEXICO POWER COMPANY,GREEN ENERGY EXCHANGE,Texas Green 36 Autopay,0.11,0.102,0.098,,False,False,1.0,Fixed,100.0,36.0,150.00,,"100% Renewable, made in Texas!",https://bit.ly/2MlvIGE,False,,https://bit.ly/2Mmk51Y,,,,False,False,,1.0,[],None
22575,TEXAS-NEW MEXICO POWER COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan ,0.11800000000000001,0.10800000000000001,0.102,,False,False,1.0,Fixed,16.0,9.0,$175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTNMSAVER9&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTNMSAVER9&lang=en,,,,False,False,,4.0,[],data\PDFs\22575-062520-00-58-39.pdf
22587,TEXAS-NEW MEXICO POWER COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.127,0.11699999999999999,0.111,,False,False,1.0,Fixed,16.0,6.0,$175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTNMSAVER6&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTNMSAVER6&lang=en,,,,False,False,,4.0,[],data\PDFs\22587-062520-00-58-39.pdf
22588,TEXAS-NEW MEXICO POWER COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.146,0.136,0.13,,False,False,1.0,Fixed,16.0,3.0,175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTNMSAVER3&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTNMSAVER3&lang=en,,,,False,False,,4.0,[],data\PDFs\22588-062520-00-58-39.pdf
22616,TEXAS-NEW MEXICO POWER COMPANY,TEXPO ENERGY,Texpo Saver Fixed Autopay E-Plan,0.11699999999999999,0.107,0.10099999999999999,,False,False,1.0,Fixed,16.0,36.0,$175.00,,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Texpo’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=TRTNMSAVER36&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=TRTNMSAVER36&lang=en,,,,False,False,,4.0,[],data\PDFs\22616-062520-00-58-40.pdf
22723,TEXAS-NEW MEXICO POWER COMPANY,DIRECT ENERGY,Bright Choice,0.13699999999999998,0.125,0.11800000000000001,,False,False,0.0,Variable,15.0,1.0,0.00,,Take advantage of market prices and pay the going energy rate each month. Monthly base charge $4.95. For new customers only.,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VDTRXXX0463_ENG_20200602.PDF,,,,True,False,,4.0,[],data\PDFs\22723-062520-00-58-40.pdf
22744,TEXAS-NEW MEXICO POWER COMPANY,FIRST CHOICE POWER ,Monthly Freedom Plan,0.13699999999999998,0.125,0.11800000000000001,,False,False,0.0,Variable,15.0,1.0,0.00,,A month-to-month plan with a low introductory rate and no contract for your Texas electricity needs!,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP_VAR_TOS_ENG_2020303.pdf,False,,https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFTRXXX0200_ENG_20200602.PDF,,,,True,False,,2.0,[],data\PDFs\22744-062520-00-58-40.pdf
