,[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
353,620,AEP TEXAS NORTH COMPANY,NEC Co-op Energy,Residential Electricity... Plain and simple.,0.14300000000000002,0.136,0.134,,False,False,0.0,Variable,8.0,0.0,0.00,www.NECCoopEnergy.com,"$15 cooperative membership fee. By joining the co-op you are becoming an owner of NEC Co-op Energy. Our rate is honest and all-inclusive. We never have hidden fees or gimmicks. Being a cooperative means we do not work for profit. Instead we pass on the savings to you! Throughout the year, you may receive money back through Capital Credits or PowerPerks on your bill.",https://neccoopenergy.com/wp-content/uploads/NECcoopEnergy-Residential-IOU-VariableProduct-TOS-ENG-rev06172019.pdf,False,,https://neccoopenergy.com/residential-service/residential-prices/aep-residential-prices-fact-sheet/,https://neccoopenergy.com/join-us/,,(855) 632-7348,False,False,English,5.0
247,20850,AEP TEXAS NORTH COMPANY,New Power Texas,Free Power Weekends 12  ,0.146,0.135,0.13,,False,True,1.0,Fixed,15.0,12.0,20/month remaining ,https://www.newpowertx.com/,Weekends are made for FREE energy! ,https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.newpowertx.com/EmailHTML/efl.aspx?RateID=1117&BrandID=5&PromoCodeID=1525,https://www.newpowertx.com/enrollment?promocode=PTC4,,(888) 853-5747,False,False,English,1.0
829,20867,TEXAS-NEW MEXICO POWER COMPANY,New Power Texas,Free Power Nights 12,0.13699999999999998,0.129,0.125,,False,True,1.0,Fixed,15.0,12.0,20/month remaining ,https://www.newpowertx.com/,Relax and enjoy your nights with zero energy charges from 8PM until 6AM! ,https://www.newpowertx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.newpowertx.com/EmailHTML/efl.aspx?RateID=1105&BrandID=5&PromoCodeID=1524,https://www.newpowertx.com/enrollment?promocode=PTC3,,(888) 853-5747,False,False,English,1.0
217,22445,AEP TEXAS NORTH COMPANY,OUR ENERGY LLC,FIX ADVANTAGE 12,0.11900000000000001,0.10800000000000001,0.10300000000000001,,False,False,1.0,Fixed,13.0,12.0,125,https://ourenergyllc.net,,http://www.ourenergyllc.com/prodox/tos/TOS-09242018-V3.pdf,False,,https://cloud.ourenergyllc.net/efl_documents/AEPNOURFIXADVANTAGE12-12232019-21.pdf,https://www.ourenergyllc.net/search-plan/,,(888) 545-4687,True,False,English,3.0
159,22443,AEP TEXAS CENTRAL COMPANY,OUR ENERGY LLC,FIX ADVANTAGE 24,0.115,0.106,0.102,,False,False,1.0,Fixed,13.0,24.0,200,https://ourenergyllc.net,,http://www.ourenergyllc.com/prodox/tos/TOS-09242018-V3.pdf,False,,https://cloud.ourenergyllc.net/efl_documents/AEPCOURFIXADVANTAGE24-12232019-2.pdf,https://www.ourenergyllc.net/search-plan/,,(888) 545-4687,False,False,English,3.0
271,20178,AEP TEXAS NORTH COMPANY,PAYLESS POWER,SmarTricity Flex Choice - Prepaid Plan,0.18100000000000002,0.147,0.129,,True,False,0.0,Variable,,1.0,0.00,https://paylesspower.com/?affiliate=487447,,https://paylesspower.com/files/TOS_2_Prepaid_English.pdf,False,,https://paylesspower.com/files/32_4_eng.pdf,https://paylesspower.com/?affiliate=487447,https://paylesspower.com/files/PrePaid_Disclosure_Statement_English.pdf,(855) 781-6967,False,False,English,3.0
810,20408,TEXAS-NEW MEXICO POWER COMPANY,PAYLESS POWER,SmarTricity Flex Choice - Prepaid Plan,0.17600000000000002,0.14800000000000002,0.135,,True,False,0.0,Variable,,1.0,0.00,https://paylesspower.com/?affiliate=487447,,https://paylesspower.com/files/TOS_2_Prepaid_English.pdf,False,,https://paylesspower.com/files/32_5_eng.pdf,https://paylesspower.com/?affiliate=487447,https://paylesspower.com/files/PrePaid_Disclosure_Statement_English.pdf,(855) 781-6967,False,False,English,3.0
260,20373,AEP TEXAS NORTH COMPANY,POWER OF TEXAS HOLDINGS INC,Power of Texas 9,0.155,0.14,0.132,,False,False,1.0,Fixed,15.0,9.0,150.00,http://www.poweroftexas.com,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_1a58b0d4-a8bb-4ade-9f69-d306cb7b29b3.pdf,False,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN5F09D0DG012_20200113_ENG_17e4b46d-32be-497e-b598-52d5fca06adb.pdf,http://www.poweroftexas.com/powertochoose,,(888) 500-8348,True,False,English,1.0
510,21944,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,POWER OF TEXAS HOLDINGS INC,Power of Texas 3,0.094,0.083,0.078,,False,False,1.0,Fixed,15.0,3.0,150.00,http://www.poweroftexas.com,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_1ad39f79-6cf0-4817-a765-c156207a20e7.pdf,False,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN2F03D0DG012_20200113_ENG_1b17edca-3884-42de-8e60-f43ee199826b.pdf,http://www.poweroftexas.com/powertochoose,,(888) 500-8348,True,False,English,1.0
509,21943,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,POWER OF TEXAS HOLDINGS INC,Power of Texas 18,0.12,0.109,0.10400000000000001,,False,False,1.0,Fixed,15.0,18.0,150.00,http://www.poweroftexas.com,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_5bfa6699-34fc-4e8a-9b8d-eeb97c995d42.pdf,False,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN2F18D0DG012_20200113_ENG_336ed063-a9e0-4739-990a-27c259c0fb27.pdf,http://www.poweroftexas.com/powertochoose,,(888) 500-8348,True,False,English,1.0
143,21931,AEP TEXAS CENTRAL COMPANY,POWER OF TEXAS HOLDINGS INC,Power of Texas 3,0.10800000000000001,0.094,0.087,,False,False,1.0,Fixed,15.0,3.0,150.00,http://www.poweroftexas.com,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_1ad39f79-6cf0-4817-a765-c156207a20e7.pdf,False,,https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN4F03D0DG012_20200113_ENG_32fbb3b4-2cfe-4772-964d-0a8a82969cc7.pdf,http://www.poweroftexas.com/powertochoose,,(888) 500-8348,True,False,English,1.0
465,20670,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PULSE POWER LLC,Texas Green 36 ,0.121,0.11599999999999999,0.113,,False,False,1.0,Fixed,100.0,36.0,20/month remaining ,www.pulsepowertexas.com,Meet your environmental goals with 100% renewable energy!$4.95 flat fee per billing cycle.,https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=452&BrandID=1&PromoCodeID=280&ProductID=3&AccountNumber=&ZipCode=,http://www.pulsepowertexas.com/enrollment?promocode=PTC,,(888) 785-7797,False,False,English,1.0
464,20668,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PULSE POWER LLC,Texas Green 12,0.127,0.122,0.11900000000000001,,False,False,1.0,Fixed,100.0,12.0,20/month remaining ,www.pulsepowertexas.com,Reduce your carbon footprint with a 100% green power plan!$4.95 flat fee per billing cycle.,https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=442&BrandID=1&PromoCodeID=280&ProductID=3,http://www.pulsepowertexas.com/enrollment?promocode=PTC,,(888) 785-7797,False,False,English,1.0
675,20673,ONCOR ELECTRIC DELIVERY COMPANY,PULSE POWER LLC,Texas Fixed 36 ,0.113,0.10800000000000001,0.105,,False,False,1.0,Fixed,15.0,36.0,20/month remaining ,www.pulsepowertexas.com,Pulse Power's most popular plan! 36 months of price security!$4.95 flat fee per billing cycle.,https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=453&BrandID=1&PromoCodeID=280,http://www.pulsepowertexas.com/enrollment?promocode=PTC,,(888) 785-7797,False,False,English,1.0
103,20655,AEP TEXAS CENTRAL COMPANY,PULSE POWER LLC,Texas Green 12 ,0.132,0.127,0.124,,False,False,1.0,Fixed,100.0,12.0,20/month remaining ,www.pulsepowertexas.com,Reduce your carbon footprint with a 100% green power plan! $4.95 flat fee per billing cycle.,https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=440&BrandID=1&PromoCodeID=280&ProductID=3,http://www.pulsepowertexas.com/enrollment?promocode=PTC,,(888) 785-7797,False,False,English,1.0
815,20678,TEXAS-NEW MEXICO POWER COMPANY,PULSE POWER LLC,Texas Fixed 24 ,0.133,0.128,0.125,,False,False,1.0,Fixed,15.0,24.0,20/month remaining ,www.pulsepowertexas.com,"Long-term, low maintenance and fixed price electricity for 2 years!$4.95 flat fee per billing cycle.",https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=449&BrandID=1&PromoCodeID=280,http://www.pulsepowertexas.com/enrollment?promocode=PTC,,(888) 785-7797,False,False,English,1.0
461,20664,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PULSE POWER LLC,Texas Fixed 12 ,0.124,0.11900000000000001,0.11599999999999999,,False,False,1.0,Fixed,15.0,12.0,20/month remaining ,www.pulsepowertexas.com,Prepare for the brutal Texas summer with 12 months of secure prices!$4.95 flat fee per billing cycle.,https://www.pulsepowertexas.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.pulsepowertexas.com/EmailHTML/efl.aspx?RateID=442&BrandID=1&PromoCodeID=280,http://www.pulsepowertexas.com/enrollment?promocode=PTC,,(888) 785-7797,False,False,English,1.0
637,16771,ONCOR ELECTRIC DELIVERY COMPANY,Pogo Energy,100% Clean Energy Plan 5,0.146,0.128,0.11900000000000001,,True,False,1.0,Fixed,100.0,0.0,0.00,https://pogoenergy.com?utm_source=powertochoose&utm_medium=logo&utm_content=oncor,"100% clean energy, plus you could save $300 or more on your electricity with Pogo Energy*.<br />No deposits. No contracts. No BS (bill shock).<br />Track your usage every day.<br />Plus no 'gotcha' fees for disconnects or late payments.<br />Start for as little as $40 and get your first 3 days free.",https://pogoenergy.com/wp-content/uploads/2020/01/Pogo_Energy_TOS_20200110.pdf?utm_source=powertochoose&utm_medium=tos&utm_content=oncor,False,,https://pogoenergy.com/wp-content/uploads/2020/01/Pogo_Energy_EFL_Oncor_20200115.pdf?utm_source=powertochoose&utm_medium=efl&utm_content=oncor,https://my.pogoenergy.com/enroll?utm_source=powertochoose&utm_medium=enroll&utm_content=oncor,https://pogoenergy.com/wp-content/uploads/2020/01/Pogo_Energy_PDS_20200110.pdf?utm_source=powertochoose&utm_medium=pds&utm_content=oncor,(888) 764-6669,False,False,English,5.0
483,20929,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PowerNext,PowerNext 15,0.107,0.102,0.099,,False,False,1.0,Fixed,15.0,15.0,20/month remaining ,https://mypowernext.com/,A great rate with no headaches! ,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=1003&BrandID=4&PromoCodeID=126,https://mypowernext.com/enrollment?promocode=PTC,,(888) 853-5141,False,False,English,1.0
482,20927,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PowerNext,PowerNext 15 Auto,0.10400000000000001,0.1,0.098,,False,False,1.0,Fixed,15.0,15.0,20/month remaining ,https://mypowernext.com/,A special offer! Customer must enroll in AutoPay and Paperless Billing to continue to receive the discounted price.,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,False,,"https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=1003&BrandID=4&PromoCodeID=126&ProductID=6,10&AccountNumber=&ZipCode=",https://mypowernext.com/enrollment?promocode=PTC,,(888) 853-5141,False,False,English,1.0
656,20935,ONCOR ELECTRIC DELIVERY COMPANY,PowerNext,PowerNext 36 ,0.10099999999999999,0.096,0.09300000000000001,,False,False,1.0,Fixed,15.0,36.0,20/month remaining ,https://mypowernext.com/,A great rate with no headaches for 3 years! $4.95 flat fee per billing cycle.,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=590&BrandID=4&PromoCodeID=126,https://mypowernext.com/enrollment?promocode=PTC,,(888) 853-5141,False,False,English,1.0
121,20904,AEP TEXAS CENTRAL COMPANY,PowerNext,PowerNext Fixed 24,0.114,0.109,0.106,,False,False,1.0,Fixed,15.0,24.0,20/month remaining ,https://mypowernext.com/,Secure pricing for one full year!  $4.95 flat fee per billing cycle.,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=624&BrandID=4&PromoCodeID=126,https://mypowernext.com/enrollment?promocode=PTC,,(888) 853-5141,False,False,English,1.0
833,20944,TEXAS-NEW MEXICO POWER COMPANY,PowerNext,PowerNext 15 Auto ,0.115,0.111,0.109,,False,False,1.0,Fixed,15.0,15.0,20/month remaining ,https://mypowernext.com/,A special offer! Customer must enroll in AutoPay and Paperless Billing to continue to receive the discounted price.,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,False,,"https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=1005&BrandID=4&PromoCodeID=126&ProductID=6,10&AccountNumber=&ZipCode=",https://mypowernext.com/enrollment?promocode=PTC,,(888) 853-5141,False,False,English,1.0
479,20920,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,PowerNext,PowerNext 36 Renewable ,0.109,0.10400000000000001,0.10099999999999999,,False,False,1.0,Fixed,100.0,36.0,20/month remaining ,https://mypowernext.com/,100% renewable energy! ,https://www.mypowernext.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.mypowernext.com/EmailHTML/efl.aspx?RateID=589&BrandID=4&PromoCodeID=126&ProductID=3&AccountNumber=&ZipCode=,https://mypowernext.com/enrollment?promocode=PTC,,(888) 853-5141,False,False,English,1.0
277,19787,AEP TEXAS NORTH COMPANY,RELIANT,Reliant Power On Flex Plan,0.135,0.11900000000000001,0.111,"
",False,False,0.0,Variable,10.0,1.0,0.00,www.reliant.com,This offer is for new customers only who enroll through Power to Choose.,http://www.reliant.com/files/0901751880c5cea5.pdf,False,,https://www.reliant.com/files/0901751882260276.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0005&fromLP=ptc&txtPromocode=WF3713&sid=A3P_ERCOT_2010JulPTCOffers,,(855) 350-8650,True,False,English,5.0
728,22890,ONCOR ELECTRIC DELIVERY COMPANY,RELIANT,Reliant Power On 16 plan,0.10300000000000001,0.095,0.09,,False,False,1.0,Fixed,10.0,16.0,150.00,http://www.reliant.com,This offer is for new customers only who enroll through Power to Choose.,https://www.reliant.com/files/0901751881a30018.pdf,False,,https://www.reliant.com/files/090175188226ef5b.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0002&fromLP=ptc&txtPromocode=WBQAKR&s.campaign=A3P_ERCOT_2010JulPTCOffers,,(855) 350-8650,False,False,English,5.0
501,21629,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT,Reliant Power On 12 plan,0.11699999999999999,0.107,0.10099999999999999,,False,False,1.0,Fixed,10.0,12.0,150.00,https://www.reliant.com,This offer is for new customers only who enroll through Power to Choose.,https://www.reliant.com/files/0901751881a30018.pdf,False,,https://www.reliant.com/files/090175188226ebfc.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0001&fromLP=ptc&txtPromocode=WBQAKR&sid=A3P_ERCOT_2010JulPTCOffers,,(855) 350-8650,True,False,English,5.0
123,20959,AEP TEXAS CENTRAL COMPANY,RELIANT,Reliant Power On 16 plan,0.127,0.113,0.106,,False,False,1.0,Fixed,10.0,16.0,150.00,https://www.reliant.com,This offer is for new customers only who enroll through Power to Choose.,https://www.reliant.com/files/0901751881a30018.pdf,False,,https://www.reliant.com/files/09017518822448ad.pdf,http://www.reliant.com/public/startOEProcess.htm?tdspCodeCCS=D0004&fromLP=ptc&txtPromocode=WF3713&sid=A3P_ERCOT_2010JulPTCOffers,,(855) 350-8650,True,False,English,5.0
185,22841,AEP TEXAS CENTRAL COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Better Rate - 36,0.122,0.10800000000000001,0.10099999999999999,,False,False,1.0,Fixed,5.0,0.0,199.00,https://southernfederal.com,Receive 36 Months of pure stability at a fantastic low rate. This 36 month product is priced perfect for Texas residents looking the best possible rate at the longest possible term. Choose your own payment method with zero fees for using a credit card and never worry about minimum usage fees!,https://bit.ly/2ZfBfqk,False,,https://bit.ly/2OLSUj4,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%207%2020190913,,(844) 644-0474,False,False,English,
516,22237,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHERN FEDERAL POWER LLC,SoFed Try Us Out Now- 3,0.08,0.069,0.064,,False,False,1.0,Fixed,5.0,3.0,39.00,https://southernfederal.com,Not familiar with SoFed? This plan is priced as an introduction to our company. Try us out with this three-month plan and decide for yourself. Automatically save by being enrolled in paperless and eBilling. Must enroll in auto-payment with bank account on file. Extra fees may be incurred for using other payment methods.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/2OqxZ4A,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%203%2020190913,,(844) 644-0474,True,False,English,
222,22364,AEP TEXAS NORTH COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Try Us Out Now- 3,0.09300000000000001,0.077,0.07,,False,False,1.0,Fixed,5.0,3.0,39.00,https://southernfederal.com,Not familiar with SoFed? This plan is priced as an introduction to our company. Try us out with this three-month plan and decide for yourself. Automatically save by being enrolled in paperless and eBilling. Must enroll in auto-payment with bank account on file. Extra fees may be incurred for using other payment methods.,https://bit.ly/2ZfBfqk,False,,https://bit.ly/2ukZJkj,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%207%2020190913,,(844) 644-0474,True,False,English,
184,22825,AEP TEXAS CENTRAL COMPANY,SOUTHERN FEDERAL POWER LLC,SoFed Better Rate - 12,0.13,0.11599999999999999,0.109,,False,False,1.0,Fixed,5.0,12.0,149.00,https://southernfederal.com,"You asked for it, we built it! Our one year fixed rate product is our most requested plan by Texas residents. Enjoy one full year of price stability with zero minimum usage fees, zero credit card fees, and a low fixed energy cost.",https://bit.ly/2ZfBfqk,False,,https://bit.ly/31IsFza,https://southernfederal.com/?utm_source=Power2Choose&utm_medium=Referral&utm_campaign=SoFed%20Try%20Us%207%2020190913,,(844) 644-0474,False,False,English,
44,15958,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Month to Month Autopay E-Plan,0.126,0.114,0.10800000000000001,,False,False,0.0,Variable,16.0,1.0,0.00,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLPROMOPTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLPROMOPTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,True,False,English,4.0
890,12885,TEXAS-NEW MEXICO POWER COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.127,0.11599999999999999,0.111,,False,False,1.0,Fixed,16.0,12.0,175.00,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRTNMF12PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRTNMF12PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,False,English,4.0
322,13014,AEP TEXAS NORTH COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.122,0.10800000000000001,0.102,,False,False,1.0,Fixed,16.0,24.0,175.00,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRWTUF24PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRWTUF24PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,False,English,4.0
397,13017,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.111,0.102,0.098,,False,False,1.0,Fixed,16.0,36.0,175.00,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCNPF36PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCNPF36PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,False,English,4.0
38,13021,AEP TEXAS CENTRAL COMPANY,SOUTHWEST POWER & LIGHT,Texas Saver Fixed Rate Autopay E-Plan,0.122,0.11,0.10400000000000001,,False,False,1.0,Fixed,16.0,36.0,175.00,http://www.southwestpl.com,"If you elect to pay your invoice by any method other than an approved AutoPay method (as stated in Southwest’s AutoPay Enrollment Form), you will be subject to an additional charge of 0.5¢/kWh.",https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=tos&rateCode=SRCPLF36PTC&lang=en,False,,https://texpo-prod-api.eroms.works/api/v1/document/ViewProductDocument?type=efl&rateCode=SRCPLF36PTC&lang=en,https://enroll.southwestpl.com,,(866) 941-7975,False,False,English,4.0
157,22411,AEP TEXAS CENTRAL COMPANY,SPARK ENERGY LLC,Choice 15,0.135,0.126,0.121,,False,False,1.0,Fixed,0.0,15.0,100.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/146169/TOS/NoPromo/CPL/Electric/77437,False,,https://www.sparkenergy.com/api/enrollment-product-document/146169/EFL/NoPromo/CPL/Electric/77437,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=77437&productid=146169&commodity=Electric&market=CPL&utilityId=1&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,False,English,2.0
220,22429,AEP TEXAS NORTH COMPANY,SPARK ENERGY LLC,Spark Choice 6,0.13,0.12,0.114,,False,False,1.0,Fixed,0.0,6.0,100.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/147105/TOS/NoPromo/WTU/Electric/79506,False,,https://www.sparkenergy.com/api/enrollment-product-document/147105/EFL/NoPromo/WTU/Electric/79506,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=79506&productid=147105&commodity=Electric&market=WTU&utilityId=5&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,False,English,2.0
221,22431,AEP TEXAS NORTH COMPANY,SPARK ENERGY LLC,Spark Choice 12,0.145,0.135,0.129,,False,False,1.0,Fixed,0.0,12.0,0.00,www.sparkenergy.com,,https://www.sparkenergy.com/api/enrollment-product-document/147094/TOS/NoPromo/WTU/Electric/79506,False,,https://www.sparkenergy.com/api/enrollment-product-document/147094/EFL/NoPromo/WTU/Electric/79506,https://www.sparkenergy.com/en/products-and-services/enroll/?zip=79506&productid=147094&commodity=Electric&market=WTU&utilityId=5&promoCode=&brk_source=&referalid=,,(877) 547-7275,True,False,English,2.0
196,22762,AEP TEXAS NORTH COMPANY,TARA ENERGY,PTC Plan - 16,0.115,0.11199999999999999,0.111,,False,False,1.0,Fixed,11.0,16.0,175.00 per ESIID,,"Lock in your energy rate for 16 months with no Base Charges, no Minimum Use fees or Payment fees! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details.",https://webs.taraenergy.com/Generate_Docs/TosyracLink.aspx?RID=X4ZDtFwtHk8=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=,False,,https://webs.taraenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=X4ZDtFwtHk8=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.taraenergy.com/Residential/Plans-and-Prices/promocode/ptc,,(866) 438-8272,True,False,English,2.0
414,17257,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TARA ENERGY,PTC Plan - 24,0.107,0.107,0.107,,False,False,1.0,Fixed,10.0,24.0,175.00 per ESIID,,"Lock in your energy rate for 24 months with no Base Charges, no Minimum Use fees or Payment fees!! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details. Call our Customer Hotline 1-866-438-8272.",https://webs.taraenergy.com/Generate_Docs/TosyracLink.aspx?RID=EdDR5Z3Qc+w=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=,False,,https://webs.taraenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=EdDR5Z3Qc+w=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.taraenergy.com/Residential/Plans-and-Prices/promocode/ptc,,(866) 438-8272,True,False,English,2.0
413,17255,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,TARA ENERGY,PTC Plan - 12,0.11,0.11,0.11,,False,False,1.0,Fixed,10.0,12.0,175.00 per ESIID,,"Lock in your energy rate for 12 months with no Base Charges, no Minimum Use fees or Payment fees!! Transmission and distribution costs passed through at cost. Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details. Call our Customer Hotline 1-866-438-8272.",https://webs.taraenergy.com/Generate_Docs/TosyracLink.aspx?RID=NFLm/ckaZ7U=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=,False,,https://webs.taraenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=NFLm/ckaZ7U=&RCID=C2EGh7SsiDo=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.taraenergy.com/Residential/Plans-and-Prices/promocode/ptc,,(866) 438-8272,True,False,English,2.0
